TinhTrangBDS,DienTich,Phongngu,TenPhanKhu,SoTang,PhongTam,Loai,GiayTo,MaCanHo,TinhTrangNoiThat,HuongCuaChinh,HuongBanCong,DacDiem,Quan,USD
Đã bàn giao,119.0,3,,,2, Chung cư,,,,,,, Quận Bình Thạnh,260000.0
Đã bàn giao,50.0,2,,,1, Chung cư,,,,,,, Quận Tân Phú,78000.0
Đã bàn giao,68.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận Tân Phú,92000.0
Đã bàn giao,58.0,2, A2,1.0,1, Chung cư, Đã có sổ,7,, Tây Nam, Tây Nam, Căn góc, Quận 2,96000.0
Chưa bàn giao,65.0,2,,18.0,2, Chung cư, Giấy tờ khác,, Nội thất đầy đủ, Đông,,, Quận 12,100000.0
Đã bàn giao,67.0,2,,,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Bắc, Nam, Căn góc, Quận 7,136000.0
Đã bàn giao,62.0,2,,,2, Chung cư, Đang chờ sổ,,,,, Căn góc, Quận 12,68000.0
Đã bàn giao,96.0,2,,,2, Chung cư,,,,,,, Quận 5,152000.0
Đã bàn giao,85.0,2,,,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản,,, Căn góc, Quận Bình Thạnh,220000.0
Đã bàn giao,65.0,1, A2,5.0,1, Officetel, Đang chờ sổ, A24A20, Hoàn thiện cơ bản, Đông, Tây,, Quận 4,121880.0
Chưa bàn giao,81.0,3,3,6.0,1, Chung cư, Đã có sổ,, Nội thất cao cấp, Đông Nam, Đông Nam, Căn góc, Huyện Nhà Bè,24000.0
Đã bàn giao,36.0,1, LE,3.0,1, Officetel, Đang chờ sổ,,,,,, Quận 2,72000.0
Đã bàn giao,30.0,2,,,1, Chung cư,,,,,,, Quận 9,60000.0
Đã bàn giao,78.4,2,,,1, Officetel,,,,,,, Quận Bình Thạnh,128000.0
Đã bàn giao,65.0,2,,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Nam,,, Huyện Bình Chánh,132000.0
Chưa bàn giao,53.0,1, Saturn,15.0,1, Chung cư, Giấy tờ khác, S.17.13, Hoàn thiện cơ bản, Tây, Đông,, Quận 7,71960.0
Chưa bàn giao,63.0,2,3,11.0,1, Chung cư, Đang chờ sổ, H1103, Nội thất đầy đủ, Nam, Bắc,, Quận 7,144000.0
Đã bàn giao,45.0,2,,,1, Chung cư,,,,,,, Quận Bình Tân,20000.0
Chưa bàn giao,47.0,2,,,1, Chung cư, Giấy tờ khác,, Nội thất cao cấp, Tây Bắc, Đông Nam, Căn góc, Huyện Nhà Bè,24000.0
Đã bàn giao,65.0,2,,,1, Chung cư,,,,, Đông,, Quận 8,72000.0
Đã bàn giao,70.12,2,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp, Nam, Bắc,, Quận 7,114000.0
Đã bàn giao,97.0,2,,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam, Căn góc, Quận 6,142000.0
Đã bàn giao,73.6,2, S1,20.0,2, Chung cư, Đang chờ sổ,5, Nội thất cao cấp, Đông Bắc, Tây Nam,, Quận 7,154000.0
Đã bàn giao,83.6,3, e,3.0,2, Chung cư, Đang chờ sổ,303, Nội thất cao cấp, Nam, Đông Bắc,, Quận Tân Phú,152000.0
Đã bàn giao,55.0,2,,,1, Chung cư,,,,,,, Quận Tân Bình,80000.0
Đã bàn giao,50.0,1, Park 7,31.0,1, Chung cư, Giấy tờ khác,, Nội thất cao cấp, Tây Nam, Đông Bắc,, Quận Bình Thạnh,144000.0
Đã bàn giao,36.0,1,,,1, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận Bình Tân,35520.0
Đã bàn giao,40.0,1,,,1, Chung cư, Đã có sổ,, Nội thất đầy đủ,,, Căn góc, Huyện Hóc Môn,11200.0
Chưa bàn giao,51.0,2,,,0, Chung cư,,,,,,, Quận 6,113600.0
Đã bàn giao,67.0,2," Block Ruby, Tháp B",6.0,2, Chung cư, Đã có sổ, B06.24, Nội thất cao cấp, Tây Bắc, Tây Bắc,, Quận Tân Phú,104000.0
Chưa bàn giao,32.0,1,,,1, Chung cư, Đã có sổ,,,,,, Huyện Hóc Môn,11600.0
Đã bàn giao,50.0,2, A4,,1, Chung cư, Đã có sổ,, Nội thất đầy đủ, Bắc, Nam, Căn góc, Quận Bình Tân,57600.0
Chưa bàn giao,85.0,3,,,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản,,, Căn góc, Quận 12,142800.0
Đã bàn giao,63.0,2,,,1, Chung cư,,,, Tây, Đông,, Quận 7,102400.0
Đã bàn giao,115.0,2,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp,,, Căn góc, Quận Phú Nhuận,380000.0
Đã bàn giao,70.0,2,2,35.0,2, Chung cư, Đã có sổ,8, Nội thất cao cấp, Tây Bắc, Đông Nam, Căn góc, Quận 2,152000.0
Chưa bàn giao,35.0,1,,,1," Căn hộ dịch vụ, mini",,,,,,, Quận Bình Tân,32000.0
Đã bàn giao,4.0,1, C,4.0,1, Officetel, Giấy tờ khác, CO 01 04, Hoàn thiện cơ bản,, Đông Nam, Căn góc, Quận Bình Tân,78000.0
Đã bàn giao,63.0,2, B,8.0,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Tây Nam, Đông Bắc,, Quận 2,114000.0
Chưa bàn giao,70.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 6,128000.0
Chưa bàn giao,86.0,3,,,2, Chung cư, Đang chờ sổ,,,,,, Quận 12,80000.0
Đã bàn giao,59.0,1, B,1.0,1, Chung cư, Đã có sổ,, Nội thất đầy đủ, Đông Nam, Tây Bắc,, Quận 9,68000.0
Đã bàn giao,140.0,4, ALTAZ,18.0,4, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Quận 2,640000.0
Đã bàn giao,70.0,3,,,2, Chung cư, Đang chờ sổ,,,,,, Quận 12,72000.0
Đã bàn giao,72.25,2,,,2, Chung cư, Đang chờ sổ,,,,, Căn góc, Quận 8,84000.0
Đã bàn giao,75.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 9,100800.0
Đã bàn giao,89.0,3,,,2, Chung cư, Đang chờ sổ,,, Đông Nam,, Căn góc, Quận 10,228000.0
Đã bàn giao,62.0,2,,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Đông Nam, Đông,, Quận 9,72000.0
Đã bàn giao,61.0,2, B,,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Tây Nam, Đông Bắc,, Huyện Nhà Bè,43600.0
Chưa bàn giao,50.0,1,,,1, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,, Quận 9,110000.0
Đã bàn giao,64.5,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 12,80800.0
Chưa bàn giao,42.0,2,,,1, Officetel, Đã có sổ,, Hoàn thiện cơ bản, Tây, Tây, Căn góc, Quận 10,200000.0
Đã bàn giao,71.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận Thủ Đức,78000.0
Chưa bàn giao,50.0,1,,,1, Chung cư,,,,,,, Quận 6,36000.0
Đã bàn giao,65.0,2,,,2, Chung cư,,,,,,, Quận Tân Bình,124000.0
Đã bàn giao,68.0,2,,12.0,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Nam, Đông Bắc, Căn góc, Quận Gò Vấp,85600.0
Đã bàn giao,65.24,2,,,2, Chung cư,,,,,,, Quận 9,66000.0
Đã bàn giao,65.0,2, A,,2, Chung cư, Đã có sổ,,,,,, Quận 11,100000.0
Đã bàn giao,84.0,3,,,2, Chung cư, Đang chờ sổ,,,,,, Quận Tân Phú,136000.0
Đã bàn giao,65.0,2,,,2, Chung cư, Đang chờ sổ,,,,,, Quận Tân Phú,108800.0
Đã bàn giao,80.0,2,,,2, Chung cư, Đã có sổ,,,,,, Huyện Bình Chánh,70000.0
Đã bàn giao,70.0,2, A,,2, Chung cư, Đã có sổ,,,,,, Quận Tân Bình,124000.0
Đã bàn giao,68.0,2,,1.0,2, Chung cư, Đang chờ sổ, 1/11,, Đông Bắc, Nam,, Quận 9,80000.0
Chưa bàn giao,35.0,2,,,0, Chung cư,,,,,,, Quận Bình Tân,31600.0
Đã bàn giao,60.0,2,,,1, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận Gò Vấp,96000.0
Chưa bàn giao,35.0,2, B,1.0,1," Căn hộ dịch vụ, mini", Đã có sổ,15, Nội thất đầy đủ, Đông, Đông, Căn góc, Quận Bình Tân,32800.0
Chưa bàn giao,66.0,2,,20.0,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,, Quận 9,145200.0
Đã bàn giao,47.0,1,,,1, Chung cư,,,,,,, Quận Thủ Đức,54000.0
Đã bàn giao,85.0,3,1,15.0,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc, Quận Phú Nhuận,196000.0
Chưa bàn giao,61.0,2,,,2, Chung cư, Đang chờ sổ,,, Tây Bắc, Đông Nam,, Quận Thủ Đức,51600.0
Đã bàn giao,72.25,2,,,2, Chung cư, Đang chờ sổ,,,,, Căn góc, Quận 8,84000.0
Đã bàn giao,194.0,3,,,3, Penthouse, Đã có sổ,, Nội thất cao cấp, Nam, Tây Bắc, Căn góc, Quận 7,280000.0
Đã bàn giao,160.0,2, B,,2, Chung cư, Đã có sổ,4, Nội thất đầy đủ, Tây Bắc,,, Quận 5,496000.0
Đã bàn giao,73.0,2,,,2, Chung cư, Đã có sổ,, Nội thất đầy đủ, Tây Bắc, Đông Nam,, Quận 8,116000.0
Đã bàn giao,91.0,3,,,2, Chung cư, Đang chờ sổ,,,,,, Quận Tân Phú,148000.0
Đã bàn giao,53.0,2, A3,8.0,1, Chung cư, Đang chờ sổ,, Nội thất đầy đủ,,,, Quận Gò Vấp,88000.0
Đã bàn giao,52.0,2,,,1, Chung cư, Đang chờ sổ,,,,,, Quận 7,118000.0
Đã bàn giao,66.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,84000.0
Đã bàn giao,114.0,2,,,2, Duplex, Đã có sổ,, Nội thất đầy đủ,,,, Quận 7,168000.0
Đã bàn giao,75.0,2, D1,9.0,1, Chung cư, Đã có sổ,, Nội thất đầy đủ, Đông Bắc, Tây Nam,, Quận 8,62000.0
Đã bàn giao,90.0,2,,10.0,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận Thủ Đức,118000.0
Chưa bàn giao,47.0,2,,,1, Chung cư, Giấy tờ khác,, Nội thất cao cấp, Đông Nam, Đông Nam,, Huyện Nhà Bè,58000.0
Chưa bàn giao,73.0,2,,,2, Chung cư, Giấy tờ khác,,,,,, Quận 9,140000.0
Đã bàn giao,68.0,2,,,2, Chung cư,,,, Đông Nam, Tây Bắc,, Quận 9,92000.0
Đã bàn giao,78.0,2,,,2, Chung cư,,,,,,, Quận Gò Vấp,136000.0
Đã bàn giao,107.0,3,,,2, Chung cư,,,,,,, Quận Thủ Đức,130000.0
Đã bàn giao,79.0,2, C,3.0,1, Chung cư, Đã có sổ,302, Hoàn thiện cơ bản, Đông Bắc, Đông Bắc, Căn góc, Quận Tân Phú,80000.0
Đã bàn giao,65.0,2, B,18.0,2, Chung cư, Đang chờ sổ, B.1807, Hoàn thiện cơ bản,,, Căn góc, Quận 2,78000.0
Đã bàn giao,70.0,2,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp,,, Căn góc, Quận Thủ Đức,32000.0
Đã bàn giao,34.0,1,,,1, Officetel, Đang chờ sổ,, Nội thất cao cấp,,,, Quận 7,62800.0
Đã bàn giao,70.0,2,,,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ,,,, Huyện Nhà Bè,116000.0
Chưa bàn giao,59.0,2,,,2," Căn hộ dịch vụ, mini", Giấy tờ khác,, Hoàn thiện cơ bản, Đông Nam, Đông Nam,, Huyện Nhà Bè,88000.0
Chưa bàn giao,61.0,2,,,2, Chung cư, Đang chờ sổ,,, Tây Bắc, Đông Nam,, Quận Thủ Đức,51600.0
Đã bàn giao,56.0,2, b3,5.0,1, Chung cư, Đã có sổ,, Nội thất đầy đủ, Nam, Tây,, Quận 1,107600.0
Đã bàn giao,85.0,3,1,15.0,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc, Quận Phú Nhuận,196000.0
Đã bàn giao,64.0,2, A7A8,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc, Quận Bình Tân,68800.0
Chưa bàn giao,25.0,1,,,1, Chung cư,,,,,,, Quận 8,34800.0
Đã bàn giao,107.0,3,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp, Tây Bắc, Đông Nam, Căn góc, Huyện Bình Chánh,91200.0
Đã bàn giao,86.6,3,,,2, Chung cư, Đã có sổ,, Nội thất đầy đủ, Tây Nam,, Căn góc, Quận 2,214000.0
Đã bàn giao,86.0,2, A,,2, Chung cư, Đã có sổ,, Nội thất cao cấp,,,, Quận 2,114000.0
Chưa bàn giao,62.0,2, A,7.0,2, Chung cư, Đang chờ sổ,8, Hoàn thiện cơ bản, Đông Nam, Đông Bắc, Căn góc, Huyện Nhà Bè,60000.0
Đã bàn giao,80.0,3,,,1, Chung cư,,,,,,, Quận 2,132000.0
Đã bàn giao,53.0,1,,,1, Chung cư,,, Nội thất cao cấp,,,, Quận Tân Bình,115200.0
Đã bàn giao,45.0,2,1,5.0,2, Chung cư, Đã có sổ,,,,,, Quận Bình Tân,42000.0
Đã bàn giao,115.0,2,,,2, Chung cư,,,,,,, Quận 8,132000.0
Đã bàn giao,125.0,3,,,0, Chung cư,,,,,, Căn góc, Quận 2,228000.0
Chưa bàn giao,85.0,3,,,0, Chung cư,,,,,,, Quận 8,118000.0
Đã bàn giao,121.0,3, D2,18.0,3, Duplex, Đang chờ sổ,, Nội thất đầy đủ,,,, Quận 9,176000.0
Đã bàn giao,60.0,2,,,1, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Nam, Tây Nam,, Quận 8,94000.0
Đã bàn giao,64.5,2,,,0, Chung cư, Đang chờ sổ,,,,,, Quận 7,102000.0
Đã bàn giao,52.0,2, A,14.0,1, Chung cư, Giấy tờ khác,23,,,, Căn góc, Quận 12,68000.0
Đã bàn giao,66.0,2,,,2, Chung cư, Đã có sổ,,, Đông Bắc, Tây Nam, Căn góc, Quận 9,84000.0
Đã bàn giao,68.0,2,,,2, Chung cư, Đang chờ sổ,,,,,, Quận 8,100800.0
Chưa bàn giao,25.0,1,,,1, Chung cư,,,,,,, Quận 8,34800.0
Đã bàn giao,89.0,3,,,2, Chung cư, Đang chờ sổ,,, Đông Nam,, Căn góc, Quận 10,228000.0
Đã bàn giao,63.0,2,,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Quận Bình Tân,64000.0
Chưa bàn giao,75.0,2,2,5.0,2, Chung cư, Giấy tờ khác,17,, Đông Nam, Đông Nam,, Quận Bình Tân,103200.0
Đã bàn giao,160.0,2, B,,2, Chung cư, Đã có sổ,4, Nội thất đầy đủ, Tây Bắc,,, Quận 5,496000.0
Chưa bàn giao,62.0,2, Fortuna,8.0,2, Chung cư, Đang chờ sổ,8,, Đông Nam, Đông Bắc, Căn góc, Huyện Nhà Bè,60000.0
Chưa bàn giao,60.0,2,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp,,,, Quận 9,118000.0
Đã bàn giao,35.0,1,,,1," Căn hộ dịch vụ, mini", Đã có sổ,, Nội thất cao cấp,,,, Quận Bình Tân,32000.0
Đã bàn giao,55.0,1,1,3.0,1, Officetel, Đang chờ sổ,, Hoàn thiện cơ bản,,, Căn góc, Quận 2,110000.0
Đã bàn giao,85.0,2,,,2, Chung cư,,,,,,, Quận Gò Vấp,136000.0
Đã bàn giao,70.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 3,124000.0
Chưa bàn giao,47.0,2,3,27.0,1, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Đông Nam, Nam, Căn góc, Huyện Nhà Bè,60000.0
Đã bàn giao,174.0,3,,,3, Chung cư,,,,,,, Quận 11,240000.0
Chưa bàn giao,74.64,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,94400.0
Đã bàn giao,68.0,2, A1,4.0,1, Chung cư, Đã có sổ,,,,,, Quận Bình Tân,64000.0
Đã bàn giao,70.0,2, A,,2, Chung cư, Giấy tờ khác,, Nội thất đầy đủ, Bắc, Đông, Căn góc, Quận 10,132000.0
Đã bàn giao,35.0,1,,,1," Căn hộ dịch vụ, mini",,,,,,, Huyện Bình Chánh,11200.0
Đã bàn giao,73.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 2,160000.0
Đã bàn giao,72.0,2,,,1, Chung cư, Đang chờ sổ,, Bàn giao thô,,,, Quận 9,68000.0
Đã bàn giao,47.2,2,,,1, Chung cư,,,,,,, Quận Thủ Đức,72000.0
Đã bàn giao,194.0,3,,,3, Penthouse, Đã có sổ,, Nội thất cao cấp, Nam, Tây Bắc, Căn góc, Quận 7,280000.0
Đã bàn giao,53.0,2,,,1, Chung cư, Đã có sổ,,,,,, Quận 9,60000.0
Đã bàn giao,60.45,2, A3,18.0,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,, Quận Thủ Đức,67600.0
Đã bàn giao,62.0,2,,7.0,2, Chung cư, Đã có sổ,707, Nội thất cao cấp, Tây Bắc, Đông Nam,, Quận Gò Vấp,100000.0
Đã bàn giao,70.0,1, A,7.0,1, Chung cư, Đang chờ sổ, BPA - 0712, Nội thất cao cấp, Đông Nam, Tây Bắc,, Quận Tân Bình,160000.0
Đã bàn giao,40.0,1,,,0, Officetel, Đã có sổ,, Hoàn thiện cơ bản,,,, Quận 8,60000.0
Chưa bàn giao,40.0,1,,,1, Chung cư, Đã có sổ,, Nội thất đầy đủ,,, Căn góc, Quận Bình Tân,20000.0
Chưa bàn giao,51.0,2,30,,2, Chung cư, Giấy tờ khác,, Nội thất cao cấp,,,, Quận 6,132000.0
Đã bàn giao,72.0,2,,,1, Chung cư,,,, Nam, Bắc,, Quận 7,144000.0
Chưa bàn giao,76.0,3,,,2, Chung cư,,,,,,, Quận 12,86000.0
Đã bàn giao,48.0,1,,,1, Chung cư,,,,,,, Quận 7,62000.0
Chưa bàn giao,35.0,2,,,0, Chung cư,,,,,,, Quận Bình Tân,31600.0
Đã bàn giao,90.0,2,,,2, Chung cư,,,, Bắc, Nam,, Quận 2,280000.0
Đã bàn giao,68.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 7,82000.0
Đã bàn giao,87.0,2, T2,34.0,2, Duplex, Đã có sổ,, Nội thất đầy đủ, Đông, Đông,, Quận 2,200000.0
Đã bàn giao,62.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,72000.0
Chưa bàn giao,52.0,1,,,1, Chung cư, Giấy tờ khác,,,,,, Quận 8,72800.0
Đã bàn giao,71.0,2,,3.0,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,,, Quận 2,72000.0
Chưa bàn giao,82.0,2, A,6.0,2, Chung cư, Đang chờ sổ,,, Tây Bắc, Đông Nam, Căn góc, Quận Thủ Đức,56000.0
Đã bàn giao,68.0,3,,,2, Chung cư, Đã có sổ,,,,, Căn góc, Quận Thủ Đức,96000.0
Đã bàn giao,54.0,1, T2,,1, Chung cư, Đã có sổ,, Nội thất cao cấp, Đông Nam,,, Quận 2,134000.0
Chưa bàn giao,62.0,2,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp,,, Căn góc, Quận Thủ Đức,67200.0
Chưa bàn giao,48.0,1, C4,5.0,1, Chung cư, Đang chờ sổ,, Bàn giao thô,,, Căn góc, Quận 12,30000.0
Chưa bàn giao,54.0,2,,,1, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,, Căn góc, Quận 8,98000.0
Đã bàn giao,62.0,2,,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Đông Nam, Đông,, Quận 9,72000.0
Đã bàn giao,62.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 7,80000.0
Đã bàn giao,73.6,2, S1,20.0,2, Chung cư, Đang chờ sổ,5, Nội thất cao cấp, Đông Bắc, Tây Nam,, Quận 7,154000.0
Đã bàn giao,60.45,2, A3,18.0,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,, Quận Thủ Đức,67600.0
Đã bàn giao,86.0,2, A,8.0,2, Chung cư, Đã có sổ,13, Hoàn thiện cơ bản, Tây, Đông,, Quận 6,116000.0
Chưa bàn giao,34.0,1, S8,15.0,1, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Bắc, Đông Nam, Căn góc, Quận 9,60000.0
Đã bàn giao,62.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,60000.0
Đã bàn giao,70.0,2,,,2, Chung cư,,,,,,, Quận 9,84000.0
Đã bàn giao,85.0,3, A,17.0,2, Chung cư, Đã có sổ,, Nội thất đầy đủ, Bắc, Tây, Căn góc, Quận 7,136000.0
Đã bàn giao,48.0,1, A,1.0,1, Chung cư, Đã có sổ,,, Tây, Đông,, Quận Tân Phú,64000.0
Đã bàn giao,250.0,3,,,2, Penthouse, Đã có sổ,, Nội thất cao cấp, Nam, Bắc,, Quận 7,260000.0
Chưa bàn giao,105.0,3,,,3, Chung cư, Đã có sổ,,, Đông, Tây,, Quận 7,110000.0
Chưa bàn giao,52.0,1,,,1, Chung cư,,,,,,, Quận 12,38000.0
Đã bàn giao,68.0,2,,,2, Chung cư,,,,,,, Huyện Nhà Bè,26000.0
Đã bàn giao,58.0,1,,,1, Chung cư,,,,,,, Quận 10,154000.0
Đã bàn giao,70.0,2,,,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,, Căn góc, Quận 9,100000.0
Đã bàn giao,50.0,2,,,2, Officetel, Đã có sổ,,,,, Căn góc, Quận 7,60000.0
Đã bàn giao,89.0,3,,,2, Chung cư, Đã có sổ,,, Đông,, Căn góc, Quận 7,120000.0
Chưa bàn giao,51.0,1,,,1, Chung cư, Giấy tờ khác,,,,,, Quận 6,100000.0
Đã bàn giao,69.0,2,,,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,, Căn góc, Quận 7,106800.0
Đã bàn giao,54.0,1, b,,1, Chung cư, Đang chờ sổ,,, Đông Nam,, Căn góc, Quận 2,134000.0
Đã bàn giao,80.0,2,,,2, Chung cư, Đang chờ sổ,,,,,, Huyện Bình Chánh,84000.0
Đã bàn giao,83.6,3, e,3.0,2, Chung cư, Đang chờ sổ,303, Nội thất cao cấp, Nam, Đông Bắc,, Quận Tân Phú,152000.0
Đã bàn giao,70.0,1, A,7.0,1, Chung cư, Đang chờ sổ, BPA - 0712, Nội thất cao cấp, Đông Nam, Tây Bắc,, Quận Tân Bình,160000.0
Chưa bàn giao,25.0,1,,,1, Chung cư,,,,,,, Quận 8,34800.0
Đã bàn giao,85.0,3,1,15.0,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc, Quận Phú Nhuận,196000.0
Đã bàn giao,56.0,2, b3,5.0,1, Chung cư, Đã có sổ,, Nội thất đầy đủ, Nam, Tây,, Quận 1,107600.0
Đã bàn giao,72.0,2, B,,2, Chung cư, Đã có sổ,1, Nội thất đầy đủ, Tây Bắc, Đông Bắc, Căn góc, Quận Gò Vấp,192000.0
Đã bàn giao,83.0,2, Centel 3,44.0,2, Chung cư, Đã có sổ,, Nội thất cao cấp,,,, Quận Bình Thạnh,204000.0
Đã bàn giao,55.0,2, A,,2, Officetel, Giấy tờ khác,, Nội thất cao cấp,,,, Quận 2,88000.0
Chưa bàn giao,90.0,2,,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Quận 9,40000.0
Đã bàn giao,69.5,2,,,2, Chung cư,,,,,,, Quận 9,68000.0
Đã bàn giao,87.0,3,,,2, Chung cư, Đang chờ sổ,,,,,, Quận 8,172000.0
Đã bàn giao,48.0,1,,,1, Chung cư,,,,,,, Quận 12,50000.0
Chưa bàn giao,67.0,2, B,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Quận Thủ Đức,78000.0
Chưa bàn giao,40.0,1,,,1, Chung cư,,,,,,, Quận 9,68000.0
Đã bàn giao,60.0,2,,10.0,1, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Bắc,,, Quận Phú Nhuận,180000.0
Đã bàn giao,115.7,2, Samland,9.0,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Tây Nam, Đông Bắc,, Quận 8,130000.0
Chưa bàn giao,59.0,2, C,9.0,1, Chung cư, Đã có sổ, C4, Nội thất cao cấp, Đông Nam, Tây Bắc,, Quận 2,67600.0
Đã bàn giao,72.0,3,1,12.0,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,, Căn góc, Huyện Nhà Bè,101760.0
Đã bàn giao,52.0,1,,,1, Chung cư, Đang chờ sổ,,,,,, Quận Bình Thạnh,84000.0
Đã bàn giao,38.0,1,,,1, Officetel, Giấy tờ khác,,,,,, Quận 7,70000.0
Đã bàn giao,68.0,2,,,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,, Quận 7,72000.0
Chưa bàn giao,62.0,2, C,10.0,2, Chung cư, Đang chờ sổ,8, Hoàn thiện cơ bản, Đông Bắc, Đông Nam, Căn góc, Quận 7,60000.0
Đã bàn giao,66.0,2,,4.0,2, Chung cư, Đã có sổ,,,,,, Quận 8,92000.0
Đã bàn giao,55.0,2,,,2, Chung cư,,,,,,, Huyện Bình Chánh,60000.0
Chưa bàn giao,54.0,2,,,1, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,, Căn góc, Quận 8,98000.0
Chưa bàn giao,75.0,2,2,5.0,2, Chung cư, Giấy tờ khác,17,, Đông Nam, Đông Nam,, Quận Bình Tân,103200.0
Đã bàn giao,75.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 9,100800.0
Đã bàn giao,194.0,3,,,3, Penthouse, Đã có sổ,, Nội thất cao cấp, Nam, Tây Bắc, Căn góc, Quận 7,280000.0
Đã bàn giao,84.0,2,,,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận 8,72000.0
Đã bàn giao,352.0,1,,,1, Chung cư,,,,,,, Quận 8,52000.0
Đã bàn giao,100.0,3,,,1, Chung cư, Đã có sổ,,, Tây Bắc, Đông Nam,, Quận 2,88000.0
Đã bàn giao,40.0,1, G,,1, Chung cư, Đang chờ sổ,,,,,, Huyện Bình Chánh,40400.0
Chưa bàn giao,38.0,2,,,1, Chung cư, Giấy tờ khác,, Nội thất đầy đủ,,,, Quận 7,39200.0
Đã bàn giao,76.0,2,,,2, Chung cư, Giấy tờ khác,,,,,, Quận 7,138800.0
Đã bàn giao,75.0,2,,9.0,2, Chung cư, Đang chờ sổ,,, Tây Nam, Đông Bắc,, Huyện Nhà Bè,98000.0
Đã bàn giao,30.0,1,,,1, Officetel,,,,,,, Quận 8,59600.0
Đã bàn giao,84.0,2,,,2, Chung cư,,,,,,, Quận 7,84000.0
Đã bàn giao,63.0,2,,,2, Chung cư,,,,,,, Quận Bình Tân,56000.0
Đã bàn giao,124.0,3,,18.0,2, Chung cư, Đã có sổ,, Nội thất đầy đủ, Đông Nam, Đông Bắc,, Quận 7,110000.0
Đã bàn giao,78.57,2, C,9.0,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp, Đông Bắc, Nam, Căn góc, Huyện Bình Chánh,44444.44
Đã bàn giao,83.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận Bình Thạnh,96000.0
